"No.","Length","Type/Subtype"
"19369","1526","QoS Data"
"19370","128","QoS Data"
"19371","1526","QoS Data"
"19374","1526","QoS Data"
"19376","1526","QoS Data"
"19378","1526","QoS Data"
"19380","191","QoS Data"
"19381","1526","QoS Data"
"19383","1526","QoS Data"
"19385","1526","QoS Data"
"19393","128","QoS Data"
"19397","1526","QoS Data"
"19400","1526","QoS Data"
"19402","1526","QoS Data"
"19403","128","QoS Data"
"19404","1526","QoS Data"
"19405","128","QoS Data"
"19407","134","QoS Data"
"19408","197","QoS Data"
"19409","128","QoS Data"
"19410","128","QoS Data"
"19412","128","QoS Data"
"19414","128","QoS Data"
"19416","293","QoS Data"
"19421","1526","QoS Data"
"19422","1526","QoS Data"
"19424","1526","QoS Data"
"19426","1526","QoS Data"
"19428","128","QoS Data"
"19430","128","QoS Data"
"19435","1526","QoS Data"
"19437","128","QoS Data"
"19438","128","QoS Data"
"19439","128","QoS Data"
"19440","128","QoS Data"
"19442","197","QoS Data"
"19443","1526","QoS Data"
"19444","1526","QoS Data"
"19445","1526","QoS Data"
"19449","110","Data"
"19450","110","Data"
"19451","110","Data"
"19452","100","Data"
"19453","100","Data"
"19454","100","Data"
"19455","100","Data"
"19456","100","Data"
"19457","1526","QoS Data"
"19458","1526","QoS Data"
"19459","1526","QoS Data"
"19460","1526","QoS Data"
"19461","128","QoS Data"
"19462","1526","QoS Data"
"19463","1526","QoS Data"
"19464","1526","QoS Data"
"19465","1504","QoS Data"
"19467","128","QoS Data"
"19469","128","QoS Data"
"19492","139","CF-Poll (No data)"
"19503","1590","QoS Data"
"19505","629","QoS Data"
"19513","1153","QoS CF-Ack + CF-Poll (No data)"
"19523","1590","QoS Data"
"19524","36","CF-Ack/Poll (No data)"
"19529","100","Data"
"19530","100","Data"
"19531","100","Data"
"19532","203","Data"
"19533","223","Data"
"19534","100","Data"
"19542","732","QoS Data"
"19556","50","Null function (No data)"
"19559","169","QoS Data"
"19562","1590","QoS Data"
"19564","36","Acknowledgement (No data)"
"19568","1576","QoS Data"
"19592","211","QoS Data"
"19606","128","QoS Data"
"19608","1104","QoS Data"
"19609","128","QoS Data"
"19611","265","QoS Data"
"19612","265","QoS Data"
"19616","100","Data"
"19617","100","Data"
"19618","100","Data"
"19624","123","QoS Data"
"19625","182","QoS Data"
"19638","347","QoS Data"
"19639","344","QoS Data"
"19644","128","QoS Data"
"19646","265","QoS Data"
"19648","128","QoS Data"
"19654","128","QoS Data"
"19658","174","QoS Data"
"19659","309","QoS Data"
"19663","128","QoS Data"
"19665","266","QoS Data"
"19667","266","QoS Data"
"19668","266","QoS Data"
"19669","205","QoS Data"
"19670","128","QoS Data"
"19673","128","QoS Data"
"19677","128","QoS Data"
"19691","160","QoS Data"
"19696","161","QoS Data"
"19701","139","QoS Data"
"19703","1576","QoS Data"
"19705","1576","QoS Data"
"19712","294","QoS Data"
"19713","294","QoS Data"
"19715","294","QoS Data"
"19725","128","QoS Data"
"19733","161","QoS Data"
"19734","70","QoS Data"
"19735","70","QoS Data"
"19749","128","QoS Data"
"19757","100","Data"
"19758","100","Data"
"19759","90","Data"
"19760","90","Data"
"19768","52","QoS Null function (No data)"
"19771","52","QoS Null function (No data)"
"19772","286","QoS Data"
"19774","52","QoS Null function (No data)"
"19775","1076","QoS Data"
"19776","1076","QoS Data"
"19778","161","QoS Data"
"19779","128","QoS Data"
"19790","52","QoS Null function (No data)"
"19792","52","QoS Null function (No data)"
"19794","150","QoS Data"
"19795","1072","QoS Data"
"19797","1072","QoS Data"
"19798","1072","QoS Data"
"19801","164","QoS Data"
"19802","161","QoS Data"
"19820","166","QoS Data"
"19828","166","QoS Data"
"19829","166","QoS Data"
"19831","136","QoS Data"
"19835","136","QoS Data"
"19842","128","QoS Data"
"19843","136","QoS Data"
"19845","128","QoS Data"
"19847","744","QoS Data"
"19850","100","Data"
"19851","645","QoS Data"
"19852","100","Data"
"19853","100","Data"
"19854","100","Data"
"19855","100","Data"
"19856","203","Data"
"19857","223","Data"
"19858","744","QoS Data"
"19859","744","QoS Data"
"19860","744","QoS Data"
"19862","139","QoS Data"
"19869","129","QoS Data"
"19870","129","QoS Data"
"19871","129","QoS Data"
"19872","129","QoS Data"
"19876","128","QoS Data"
"19878","510","QoS Data"
"19879","510","QoS Data"
"19883","152","QoS Data"
"19885","152","QoS Data"
"19887","128","QoS Data"
"19888","158","QoS Data"
"19891","158","QoS Data"
"19892","242","QoS Data"
"19893","253","QoS Data"
"19897","128","QoS Data"
"19903","305","QoS Data"
"19908","211","QoS Data"
"19909","128","QoS Data"
"19910","116","QoS Data"
"19915","100","Data"
"19916","100","Data"
"19917","100","Data"
"19918","100","Data"
"19920","208","QoS Data"
"19930","1153","CF-Poll (No data)"
"19939","1104","QoS Data"
"19942","139","QoS Data"
"19943","1104","QoS Data"
"19960","205","Null function (No data)"
"19963","1590","QoS Data"
"19966","494","QoS Data"
"19968","1153","QoS CF-Poll (No Data)"
"19969","36","Acknowledgement (No data)"
"19976","100","Data"
"19977","100","Data"
"19985","431","QoS Data"
"19994","139","Data + CF-Ack"
"20008","100","Data"
"20009","100","Data"
"20010","100","Data"
"20011","100","Data"
"20012","100","Data"
"20024","1590","QoS Data"
"20031","205","Null function (No data)"
"20058","100","Data"
"20059","100","Data"
"20088","329","QoS Data"
"20108","100","Data"
"20139","1153","QoS Data"
"20148","49","Data"
"20151","52","QoS Null function (No data)"
"20154","52","QoS Null function (No data)"
"20157","136","QoS Data"
"20158","136","QoS Data"
"20159","136","QoS Data"
"20160","128","QoS Data"
"20163","195","QoS Data"
"20171","100","Data"
"20172","100","Data"
"20173","100","Data"
"20174","100","Data"
"20175","128","QoS Data"
"20176","266","QoS Data"
"20177","205","QoS Data"
"20179","205","QoS Data"
"20180","162","QoS Data"
"20182","162","QoS Data"
"20183","162","QoS Data"
"20184","162","QoS Data"
"20186","162","QoS Data"
"20188","128","QoS Data"
"20191","166","QoS Data"
"20192","128","QoS Data"
"20202","139","Acknowledgement (No data)"
"20208","131","QoS Data"
"20211","128","QoS Data"
"20215","159","QoS Data"
"20217","128","QoS Data"
"20224","499","QoS Data"
"20245","36","Data + CF-Ack + CF-Poll"
"20249","402","Data"
"20254","100","Data"
"20255","100","Data"
"20256","140","QoS Data"
"20278","50","Null function (No data)"
"20280","205","QoS Data + CF-Ack + CF-Poll"
"20281","50","Null function (No data)"
"20301","100","Data"
"20302","100","Data"
"20305","178","QoS Data"
"20306","178","QoS Data"
"20308","178","QoS Data"
"20318","143","QoS Data"
"20320","128","QoS Data"
"20321","128","QoS Data"
"20322","128","QoS Data"
"20323","494","QoS Data"
"20325","175","QoS Data"
"20356","358","QoS Data"
"20359","128","QoS Data"
"20360","128","QoS Data"
"20366","100","Data"
"20367","100","Data"
"20368","100","Data"
"20369","192","Data"
"20370","120","Data"
"20371","100","Data"
"20373","100","Data"
"20396","105","QoS Data"
"20398","105","QoS Data"
"20399","102","QoS Data"
"20401","73","Data"
"20406","1153","QoS Data + CF-Poll"
"20415","50","Null function (No data)"
"20416","50","Null function (No data)"
"20418","696","QoS Data"
"20423","1153","QoS Data + CF-Ack + CF-Poll"
"20428","100","Data"
"20429","100","Data"
"20430","100","Data"
"20431","100","Data"
"20441","50","Null function (No data)"
"20444","202","QoS Data + CF-Poll"
"20461","50","Null function (No data)"
"20462","202","Data + CF-Poll"
"20474","100","Data"
"20475","100","Data"
"20476","100","Data"
"20497","205","QoS CF-Ack + CF-Poll (No data)"
"20510","100","Data"
"20511","100","Data"
"20512","100","Data"
"20560","100","Data"
"20561","100","Data"
"20562","100","Data"
"20563","100","Data"
"20564","100","Data"
"20569","817","QoS Data"
"20603","36","Data + CF-Ack + CF-Poll"
"20606","36","Acknowledgement (No data)"
"20617","205","Data"
"20630","100","Data"
"20631","100","Data"
"20632","100","Data"
"20633","100","Data"
"20642","275","QoS Data"
"20648","136","QoS Data"
"20649","136","QoS Data"
"20651","136","QoS Data"
"20653","136","QoS Data"
"20669","205","45"
"20673","100","Data"
"20687","50","Null function (No data)"
"20700","169","QoS Data"
"20702","385","QoS Data"
"20703","128","QoS Data"
"20704","128","QoS Data"
"20705","128","QoS Data"
"20706","128","QoS Data"
"20707","166","QoS Data"
"20709","382","QoS Data"
"20711","382","QoS Data"
"20713","382","QoS Data"
"20728","364","QoS Data"
"20751","100","Data"
"20752","100","Data"
"20753","100","Data"
"20755","100","Data"
"20770","121","QoS Data"
"20772","121","QoS Data"
"20795","521","QoS Data"
"20819","100","Data"
"20820","100","Data"
"20821","100","Data"
"20823","1590","QoS Data"
"20825","142","QoS Data"
"20828","112","Data"
"20848","136","QoS Data"
"20853","142","QoS Data"
"20855","124","Data"
"20858","1153","45"
"20864","145","Data + CF-Ack"
"20869","100","Data"
"20892","1590","QoS Data"
"20895","1590","QoS Data"
"20898","1590","QoS Data"
"20912","100","Data"
"20914","812","QoS Data"
"20918","812","QoS Data"
"20947","1590","QoS Data"
"20948","142","QoS Data"
"20951","1153","QoS Null function (No data)"
"20960","100","Data"
"20961","100","Data"
"20962","100","Data"
"20963","100","Data"
"20969","142","QoS Data"
"21007","36","Data + CF-Ack"
"21009","136","QoS Data"
"21011","136","QoS Data"
"21013","106","Data"
"21016","100","Data"
"21017","100","Data"
"21030","1590","QoS Data"
"21048","1153","QoS CF-Poll (No Data)"
"21057","1590","QoS Data"
"21058","36","Data + CF-Poll"
"21059","1590","QoS Data"
"21060","1590","QoS Data"
"21066","100","Data"
"21067","100","Data"
"21068","100","Data"
"21069","131","QoS Data"
"21071","131","QoS Data"
"21080","131","QoS Data"
"21087","49","Data"
"21111","166","QoS Data"
"21121","100","Data"
"21122","100","Data"
"21123","100","Data"
"21124","100","Data"
"21125","100","Data"
"21136","1590","QoS Data"
"21154","100","Data"
"21155","100","Data"
"21164","136","QoS Data"
"21165","136","QoS Data"
"21166","136","QoS Data"
"21167","136","QoS Data"
"21169","136","QoS Data"
"21170","136","QoS Data"
"21172","139","QoS Null function (No data)"
"21174","1590","QoS Data"
"21176","1590","QoS Data"
"21182","1153","CF-Poll (No data)"
"21202","36","Data + CF-Ack + CF-Poll"
"21221","52","QoS Null function (No data)"
"21225","1153","QoS Null function (No data)"
"21226","38","Data + CF-Ack + CF-Poll"
"21245","1590","QoS Data"
"21246","467","QoS Data"
"21255","1590","QoS Data"
"21257","1590","QoS Data"
"21258","120","Data"
"21273","100","Data"
"21274","100","Data"
"21275","100","Data"
"21276","100","Data"
"21277","100","Data"
"21291","1590","QoS Data"
"21302","100","Data"
"21304","52","QoS Null function (No data)"
"21311","169","QoS Data"
"21326","1590","QoS Data"
"21327","36","Data"
"21347","100","Data"
"21348","100","Data"
"21349","100","Data"
"21350","100","Data"
"21351","100","Data"
"21389","100","Data"
"21390","100","Data"
"21391","100","Data"
"21399","1153","QoS Data"
"21420","100","Data"
"21431","139","QoS Data"
"21454","100","Data"
"21455","100","Data"
"21456","100","Data"
"21457","100","Data"
"21459","1590","QoS Data"
"21461","1590","QoS Data"
"21462","36","Data"
"21465","1590","QoS Data"
"21469","205","Null function (No data)"
"21475","136","QoS Data"
"21504","100","Data"
"21505","100","Data"
"21506","100","Data"
"21508","1153","CF-Poll (No data)"
"21526","519","QoS Data"
"21530","1590","QoS Data"
"21541","581","QoS Data"
"21543","38","CF-Poll (No data)"
"21545","595","QoS Data"
"21548","595","QoS Data"
"21550","595","QoS Data"
"21552","595","QoS Data"
"21555","599","QoS Data"
"21558","599","QoS Data"
"21562","583","QoS Data"
"21564","583","QoS Data"
"21566","583","QoS Data"
"21568","583","QoS Data"
"21571","583","QoS Data"
"21580","136","QoS Data"
"21582","136","QoS Data"
"21585","136","QoS Data"
"21587","136","QoS Data"
"21588","136","QoS Data"
"21590","139","Data + CF-Ack"
"21596","100","Data"
"21597","100","Data"
"21598","100","Data"
"21603","583","QoS Data"
"21605","583","QoS Data"
"21608","599","QoS Data"
"21610","599","QoS Data"
"21612","599","QoS Data"
"21614","595","QoS Data"
"21618","595","QoS Data"
"21620","595","QoS Data"
"21622","595","QoS Data"
"21623","583","QoS Data"
"21625","583","QoS Data"
"21627","583","QoS Data"
"21628","36","Data + CF-Poll"
"21629","581","QoS Data"
"21631","581","QoS Data"
"21633","581","QoS Data"
"21635","581","QoS Data"
"21636","36","Null function (No data)"
"21639","528","QoS Data"
"21641","528","QoS Data"
"21642","36","Data"
"21643","528","QoS Data"
"21644","591","QoS Data"
"21646","591","QoS Data"
"21648","591","QoS Data"
"21652","519","QoS Data"
"21655","519","QoS Data"
"21656","36","Acknowledgement (No data)"
"21657","519","QoS Data"
"21659","519","QoS Data"
"21660","139","Acknowledgement (No data)"
"21663","1590","QoS Data"
"21665","584","QoS Data"
"21672","1153","QoS Data + CF-Poll"
"21690","100","Data"
"21691","100","Data"
"21727","100","Data"
"21728","50","Data"
"21729","100","Data"
"21730","100","Data"
"21731","100","Data"
"21763","100","Data"
"21765","100","Data"
"21817","1590","QoS Data"
"21821","1153","CF-Poll (No data)"
"21822","1153","CF-Poll (No data)"
"21838","36","Data + CF-Ack + CF-Poll"
"21839","205","Data + CF-Ack"
"21840","166","QoS Data"
"21842","166","QoS Data"
"21871","142","Null function (No data)"
"21875","100","Data"
"21876","100","Data"
"21877","100","Data"
"21878","100","Data"
"21879","100","Data"
"21894","169","QoS Null function (No data)"
"21917","100","Data"
"21918","100","Data"
"21919","100","Data"
"21920","100","Data"
"21921","100","Data"
"21929","1590","QoS Data"
"21951","1153","QoS Data"
"21956","162","Data"
"21957","434","QoS Data + CF-Acknowledgment"
"21970","100","Data"
"21971","100","Data"
"21975","1590","QoS Data"
"21977","409","QoS Data"
"21981","1153","Data + CF-Ack + CF-Poll"
"21983","36","Acknowledgement (No data)"
"21990","1153","QoS Data"
"22022","1590","QoS Data"
"22031","100","Data"
"22032","100","Data"
"22033","100","Data"
"22034","100","Data"
"22035","100","Data"
"22081","166","QoS Data"
"22082","128","QoS Data"
"22090","128","QoS Data"
"22093","197","CF-Poll (No data)"
"22111","136","QoS Data + CF-Poll"
"22112","195","QoS Data"
"22114","1590","QoS Data"
"22121","112","Data"
"22122","173","QoS Data"
"22124","142","QoS Data"
"22130","100","Data"
"22131","136","QoS Data"
"22132","136","QoS Data"
"22138","1153","QoS Data"
"22140","1153","QoS Data"
"22151","142","QoS Data"
"22156","50","Null function (No data)"
"22172","49","Data"
"22198","1153","Data + CF-Poll"
"22199","1153","QoS Data + CF-Poll"
"22208","100","Data"
"22209","100","Data"
"22210","100","Data"
"22211","100","Data"
"22212","100","Data"
"22216","173","Data"
"22227","112","Data"
"22234","218","QoS Data"
"22237","218","QoS Data"
"22240","218","QoS Data"
"22255","100","Data"
"22287","106","Data"
"22292","106","Data"
"22294","106","Data"
"22297","158","QoS Data"
"22298","158","QoS Data"
"22300","409","Data"
"22302","173","QoS Data"
"22314","688","Data"
"22316","115","QoS Data"
"22320","100","Data"
"22321","100","Data"
"22322","86","Data"
"22323","100","Data"
"22324","100","Data"
"22325","100","Data"
"22327","115","QoS Data"
"22366","115","QoS Data"
"22367","421","QoS Data"
"22368","637","QoS Data"
"22369","161","QoS Data"
"22370","97","Data"
"22372","97","Data"
"22374","97","Data"
"22375","143","Data"
"22390","226","Data"
"22392","42","CF-Ack/Poll (No data)"
"22402","116","Data"
"22403","116","Data"
"22404","116","Data"
"22405","116","Data"
"22406","116","Data"
"22407","116","Data"
"22408","116","Data"
"22409","116","Data"
"22410","116","Data"
"22411","116","Data"
"22412","116","Data"
"22466","128","45"
"22470","112","Data"
"22482","112","Data"
"22500","115","QoS Data"
"22516","143","Data"
"22522","50","Null function (No data)"
"22530","128","QoS Data"
"22538","116","QoS Data"
"22540","152","QoS Data"
"22544","116","Data"
"22545","116","Data"
"22546","116","Data"
"22547","116","Data"
"22548","116","Data"
"22549","116","Data"
"22550","116","Data"
"22551","116","Data"
"22552","128","QoS Data"
"22562","139","QoS Data"
"22641","1152","QoS Data"
"22667","1153","Data + CF-Ack"
"22676","94","Data"
"22685","100","Data"
"22686","100","Data"
"22687","100","Data"
"22688","100","Data"
"22689","100","Data"
"22706","120","Data"
"22773","100","Data"
"22808","143","Data"
"22809","128","QoS Data"
"22813","128","QoS Data"
"22814","128","QoS Data"
"22815","159","QoS Data"
"22816","159","QoS Data"
"22817","159","QoS Data"
"22818","159","QoS Data"
"22819","159","QoS Data"
"22822","159","QoS Data"
"22825","115","QoS Data"
"22826","161","QoS Data"
"22828","97","Data"
"22836","1153","QoS Null function (No data)"
"22842","1153","QoS Data"
"22847","100","Data"
"22848","100","Data"
"22849","100","Data"
"22850","100","Data"
"22857","128","QoS Data"
"22858","128","QoS Data"
"22859","128","QoS Data"
"22860","128","QoS Data"
"22861","128","QoS Data"
"22862","128","QoS Data"
"22877","100","Data"
"22878","100","Data"
"22882","49","Data"
"22894","1153","QoS CF-Poll (No Data)"
"22904","100","Data"
"22905","100","Data"
"22906","100","Data"
"22907","100","Data"
"22908","110","Data"
"22909","110","Data"
"22910","110","Data"
"22911","100","Data"
"22912","100","Data"
"22913","100","Data"
"22914","156","Data"
"22915","176","Data"
"22929","1590","QoS Data"
"22938","120","Data"
"22993","69","QoS Data"
"22995","73","Data"
"23000","116","Data"
"23008","1580","QoS Data"
"23009","1588","QoS Data"
"23014","1588","QoS Data"
"23020","152","QoS Data"
"23025","116","Data"
"23026","116","Data"
"23027","116","Data"
"23031","50","Null function (No data)"
"23033","70","QoS Data"
"23034","55","Data"
"23069","116","Data"
"23070","70","QoS Data"
"23072","388","Data"
"23076","116","Data"
"23083","1580","QoS Data"
"23084","1588","QoS Data"
"23085","116","Data"
"23096","1588","QoS Data"
"23114","1588","QoS Data"
"23118","216","QoS Data"
"23122","50","Null function (No data)"
"23125","106","Data"
"23186","56","QoS Data"
"23193","42","Acknowledgement (No data)"
"23198","56","CF-Ack/Poll (No data)"
"23215","42","Data + CF-Poll"
"23238","36","Null function (No data)"
"23240","36","Data + CF-Ack"
"23255","68","QoS Data"
"23260","181","QoS Data"
"23264","184","Data"
"23274","239","QoS Data"
"23278","144","Data"
"23287","54","Null function (No data)"
"23303","54","QoS CF-Ack + CF-Poll (No data)"
"23317","1580","QoS Data"
"23318","1588","QoS Data"
"23329","36","Null function (No data)"
"23334","1588","QoS Data"
"23342","100","Data"
"23343","100","Data"
"23344","100","Data"
"23345","100","Data"
"23346","100","Data"
"23347","100","Data"
"23352","144","QoS Data"
"23353","152","QoS Data"
"23375","1564","QoS Data"
"23383","141","Data"
"23393","36","Acknowledgement (No data)"
"23412","54","QoS Data"
"23416","36","Data + CF-Poll"
"23428","1588","QoS Data"
"23429","56","Data + CF-Poll"
"23460","116","Data"
"23461","116","Data"
"23462","116","Data"
"23463","116","Data"
"23468","116","Data"
"23477","54","Data + CF-Ack + CF-Poll"
"23490","116","Data"
"23498","1588","QoS Data"
"23507","226","Data"
"23508","100","Data"
"23509","100","Data"
"23510","100","Data"
"23523","1580","QoS Data"
"23524","1588","QoS Data"
"23530","54","CF-Ack/Poll (No data)"
"23536","50","CF-Ack/Poll (No data)"
"23556","141","Data"
"23578","50","Null function (No data)"
"23585","1580","QoS Data"
"23586","1588","QoS Data"
"23589","1588","QoS Data"
"23592","1580","QoS Data"
"23593","1588","QoS Data"
"23598","1580","QoS Data"
"23599","1580","QoS Data"
"23600","1588","QoS Data"
"23612","38","CF-Ack/Poll (No data)"
"23613","1580","QoS Data"
"23614","1580","QoS Data"
"23615","1580","QoS Data"
"23616","1507","QoS Data + CF-Poll"
"23619","1580","QoS Data"
"23620","1580","QoS Data"
"23621","1580","QoS Data"
"23622","1507","QoS Data"
"23625","1580","QoS Data"
"23626","1580","QoS Data"
"23627","1580","QoS Data"
"23628","1580","QoS Data"
"23629","1507","QoS Data"
"23636","100","Data"
"23637","100","Data"
"23665","69","QoS Data"
"23671","99","QoS Data"
"23676","104","Data"
"23685","116","Data"
"23686","70","QoS Data"
"23689","54","CF-Ack/Poll (No data)"
"23691","257","QoS Data"
"23697","238","QoS Data"
"23702","149","QoS Data"
"23703","149","QoS Data"
"23705","116","Data"
"23706","116","Data"
"23709","116","Data"
"23713","100","Data"
"23714","100","Data"
"23715","100","Data"
"23716","100","Data"
"23717","100","Data"
"23718","100","Data"
"23720","52","QoS Null function (No data)"
"23722","100","Data"
"23723","123","QoS Data"
"23748","56","QoS Data"
"23833","104","Data"
"23844","650","QoS Data"
"23849","116","Data"
"23850","125","QoS Data"
"23859","100","Data"
"23860","100","Data"
"23862","116","Data"
"23868","104","QoS Data"
"23872","140","QoS Data"
"23873","120","QoS Data"
"23882","127","QoS Data"
"23885","134","Data"
"23886","116","Data"
"23892","120","QoS Data"
"23909","69","QoS Data"
"23911","110","QoS Data"
"23948","100","Data"
"23949","100","Data"
"23957","116","Data"
"23968","50","Null function (No data)"
"23979","116","Data"
"23980","116","Data"
"23982","116","Data"
"23988","100","Data"
"23989","100","Data"
"23990","100","Data"
"23991","100","Data"
"23993","116","Data"
"24000","116","Data"
"24001","116","Data"
"24087","116","Data"
"24111","68","QoS Data"
"24112","181","QoS Data"
"24119","239","QoS Data"
"24132","159","QoS Data"
"24147","159","QoS Data"
"24152","100","Data"
"24153","100","Data"
"24154","100","Data"
"24155","100","Data"
"24156","116","Data"
"24162","183","QoS Data"
"24167","97","Data"
"24185","116","Data"
"24197","42","Data + CF-Poll"
"24216","116","Data"
"24230","44","Acknowledgement (No data)"
"24236","42","Data + CF-Ack + CF-Poll"
"24255","100","Data"
"24256","90","Data"
"24257","100","Data"
"24258","100","Data"
"24259","203","Data"
"24260","223","Data"
"24261","86","Data"
"24268","38","Data"
"24277","36","Data + CF-Poll"
"24283","56","Acknowledgement (No data)"
"24309","36","Data"
"24322","104","Data"
"24329","116","Data"
"24346","183","QoS Data"
"24352","42","CF-Ack/Poll (No data)"
"24368","109","Data"
"24396","54","QoS Null function (No data)"
"24435","86","Data"
"24436","100","Data"
"24446","38","CF-Ack/Poll (No data)"
"24447","42","CF-Poll (No data)"
"24450","116","Data"
"24454","116","Data"
"24455","116","Data"
"24456","332","QoS Data + CF-Ack + CF-Poll"
"24465","116","Data"
"24473","44","CF-Ack/Poll (No data)"
"24482","116","Data"
"24486","116","Data"
"24496","50","Null function (No data)"
"24498","49","Data"
"24511","104","Data"
"24526","100","Data"
"24527","100","Data"
"24528","100","Data"
"24529","100","Data"
"24530","100","Data"
"24531","100","Data"
"24554","116","Data"
"24556","116","Data"
"24581","42","Data + CF-Ack"
"24582","42","Data + CF-Ack + CF-Poll"
"24586","54","Data + CF-Ack"
"24591","54","Data + CF-Ack + CF-Poll"
"24593","42","Data"
"24595","43","Data"
"24608","116","Data"
"24624","226","Data"
"24635","183","QoS Data"
"24673","109","Data"
"24678","116","Data"
"24708","100","Data"
"24709","100","Data"
"24710","100","Data"
"24711","100","Data"
"24712","100","Data"
"24739","36","Data + CF-Ack + CF-Poll"
"24745","38","CF-Poll (No data)"
"24763","36","Data + CF-Ack"
"24768","36","Data"
"24801","54","QoS Data"
"24821","54","Data"
"24830","54","Data + CF-Ack + CF-Poll"
"24837","36","Data + CF-Poll"
"24872","42","Data + CF-Ack"
"24904","54","Data + CF-Poll"
"24910","54","QoS CF-Ack + CF-Poll (No data)"
"24919","38","Data"
"24924","116","Data"
"24927","56","Data + CF-Poll"
"24976","44","Data"
"24993","100","Data"
"25016","36","Data + CF-Ack + CF-Poll"
"25060","56","QoS CF-Ack + CF-Poll (No data)"
"25061","42","Data + CF-Ack + CF-Poll"
"25069","54","CF-Ack/Poll (No data)"
"25070","42","Data + CF-Ack + CF-Poll"
"25107","36","Acknowledgement (No data)"
"25113","38","Null function (No data)"
"25116","54","QoS CF-Ack + CF-Poll (No data)"
"25134","68","QoS Data"
"25136","36","Data + CF-Poll"
"25138","38","Data + CF-Ack + CF-Poll"
"25161","56","Data + CF-Poll"
"25162","116","Data"
"25179","36","Data + CF-Poll"
"25187","56","CF-Ack/Poll (No data)"
"25190","36","Data"
"25191","56","QoS Data"
"25192","42","Acknowledgement (No data)"
"25195","116","Data"
"25206","42","Acknowledgement (No data)"
"25217","42","Data + CF-Ack"
"25225","54","QoS CF-Ack + CF-Poll (No data)"
"25236","36","Data + CF-Poll"
"25241","116","Data"
"25273","116","Data"
"25277","116","Data"
"25282","116","Data"
"25289","100","Data"
"25290","100","Data"
"25291","100","Data"
"25292","386","Data"
"25293","100","Data"
"25294","100","Data"
"25295","100","Data"
"25298","42","CF-Ack/Poll (No data)"
"25302","42","Acknowledgement (No data)"
"25313","42","Data + CF-Poll"
"25332","42","CF-Poll (No data)"
"25335","54","Data + CF-Ack"
"25347","36","Data + CF-Ack"
"25348","116","Data"
"25360","116","Data"
"25361","116","Data"
"25387","116","Data"
"25395","235","QoS Data + CF-Ack + CF-Poll"
"25415","402","Data"
"25420","100","Data"
"25421","100","Data"
"25422","100","Data"
"25423","100","Data"
"25430","69","QoS Data"
"25445","70","QoS Data"
"25447","116","Data"
"25448","70","QoS Data"
"25449","225","QoS Data"
"25456","1098","QoS Data"
"25458","1098","QoS Data"
"25468","70","QoS Data"
"25470","1094","QoS Data"
"25471","1094","QoS Data"
"25480","70","QoS Data"
"25482","1094","QoS Data"
"25487","1094","QoS Data"
"25489","1094","QoS Data"
"25496","235","Data"
"25499","386","Data"
"25500","100","Data"
"25501","235","Data"
"25503","104","Data"
"25504","116","Data"
"25506","70","QoS Data"
"25511","42","Data + CF-Poll"
"25516","1018","QoS Data"
"25518","650","QoS Data"
"25527","125","QoS Data"
"25538","56","QoS CF-Ack + CF-Poll (No data)"
"25544","104","QoS Data"
"25554","140","QoS Data"
"25555","116","Data"
"25562","224","QoS Data"
"25571","116","Data"
"25572","116","Data"
"25580","149","QoS Data"
"25582","110","QoS Data"
"25590","70","QoS Data"
"25593","38","Data"
"25599","54","Data + CF-Poll"
"25611","56","QoS CF-Ack + CF-Poll (No data)"
"25630","36","Data + CF-Ack + CF-Poll"
"25633","116","Data"
"25634","123","QoS Data"
"25675","116","Data"
"25679","155","QoS Data"
"25689","54","QoS Data + CF-Poll"
"25696","100","Data"
"25697","100","Data"
"25698","100","Data"
"25699","100","Data"
"25700","100","Data"
"25701","100","Data"
"25708","116","Data"
"25713","171","QoS Data"
"25723","203","QoS Data"
"25742","36","Data + CF-Ack"
"25847","56","CF-Poll (No data)"
"25885","56","Data"
"25911","104","Data"
"25919","44","Data"
"25920","44","CF-Ack/Poll (No data)"
"25972","56","Acknowledgement (No data)"
"25986","116","Data"
"25999","54","45"
"26005","54","QoS CF-Ack + CF-Poll (No data)"
"26033","240","QoS Data + CF-Ack + CF-Poll"
"26035","38","Data + CF-Ack"
"26036","54","CF-Poll (No data)"
"26037","44","CF-Poll (No data)"
"26042","56","QoS Data + CF-Poll"
"26060","42","Data + CF-Ack"
"26078","116","Data"
"26095","54","Data"
"26101","54","Data + CF-Ack + CF-Poll"
"26113","56","CF-Ack/Poll (No data)"
"26120","54","Acknowledgement (No data)"
"26121","42","CF-Ack/Poll (No data)"
"26143","52","QoS Null function (No data)"
"26144","52","QoS Null function (No data)"
"26146","52","QoS Null function (No data)"
"26149","42","CF-Ack/Poll (No data)"
"26152","52","QoS Null function (No data)"
"26174","116","Data"
"26184","42","CF-Poll (No data)"
"26196","36","Data + CF-Ack"
"26201","54","Data + CF-Ack"
"26223","56","QoS CF-Ack + CF-Poll (No data)"
"26234","86","Data"
"26235","100","Data"
"26236","100","Data"
"26237","100","Data"
"26238","100","Data"
"26239","86","Data"
"26252","38","Data + CF-Poll"
"26288","42","CF-Poll (No data)"
"26303","116","Data"
"26315","56","QoS Data + CF-Acknowledgment"
"26361","56","Data + CF-Ack + CF-Poll"
"26377","56","Null function (No data)"
"26391","42","Data + CF-Ack + CF-Poll"
"26404","116","Data"
